MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:98763,Tk1,thymidine kinase 1,11,,DNA synthesis involved in mitotic DNA replication,,,ISO,P04183 ,J:164563 
MGI:1922854,Tm4sf5,transmembrane 4 superfamily member 5,11,,regulation of G1/S transition of mitotic cell cycle,,,ISO,O14894 ,J:164563 
MGI:1355315,Tmod3,tropomodulin 3,9,,mitotic cell cycle phase transition,happens in erythroblast,,IMP,MGI:4127953 ,J:208725 
MGI:1355315,Tmod3,tropomodulin 3,9,,positive regulation of mitotic cell cycle phase transition,positively regulates mitotic cell cycle phase transition,,IMP,MGI:4127953 ,J:208725 
MGI:104798,Tnf,tumor necrosis factor,17,,negative regulation of mitotic cell cycle,,,IDA,,J:235312 
MGI:104798,Tnf,tumor necrosis factor,17,,positive regulation of mitotic nuclear division,,,ISO,RGD:3876 ,J:155856 
MGI:1919193,Tom1l1,target of myb1-like 1 (chicken),11,,negative regulation of mitotic nuclear division,,,ISO,O75674 ,J:164563 
MGI:2443306,Tom1l2,target of myb1-like 2 (chicken),11,,negative regulation of mitotic nuclear division,,,ISO,Q6ZVM7 ,J:164563 
MGI:1920018,Topbp1,topoisomerase (DNA) II binding protein 1,9,,mitotic DNA replication checkpoint signaling,,,IBA,PTN000339410 ,J:265628 
MGI:1920018,Topbp1,topoisomerase (DNA) II binding protein 1,9,,mitotic G2 DNA damage checkpoint signaling,,,IBA,PTN000339410 ,J:265628 
MGI:1298386,Tpd52l1,tumor protein D52-like 1,10,,G2/M transition of mitotic cell cycle,,,ISO,Q16890 ,J:164563 
MGI:1922066,Tpr,"translocated promoter region, nuclear basket protein",1,,mitotic spindle assembly checkpoint signaling,,,ISO,P12270 ,J:164563 
MGI:1922066,Tpr,"translocated promoter region, nuclear basket protein",1,,positive regulation of mitotic cell cycle spindle assembly checkpoint,,,ISO,P12270 ,J:164563 
MGI:1922066,Tpr,"translocated promoter region, nuclear basket protein",1,,regulation of mitotic sister chromatid separation,,,ISO,P12270 ,J:164563 
MGI:1922066,Tpr,"translocated promoter region, nuclear basket protein",1,,regulation of mitotic spindle assembly,,,IBA,PTN000431177 ,J:265628 
MGI:1922066,Tpr,"translocated promoter region, nuclear basket protein",1,,regulation of mitotic spindle assembly,,,ISO,P12270 ,J:164563 
MGI:1345190,Tpra1,"transmembrane protein, adipocyte asscociated 1",6,,negative regulation of mitotic cell cycle phase transition,,,IMP,,J:203258 
MGI:1919369,Tpx2,"TPX2, microtubule-associated",2,,mitotic spindle assembly,,,IMP,,J:224841 
MGI:1919369,Tpx2,"TPX2, microtubule-associated",2,,mitotic spindle assembly,,,ISO,Q9ULW0 ,J:164563 
MGI:1919369,Tpx2,"TPX2, microtubule-associated",2,,regulation of mitotic spindle organization,,,IMP,,J:161103 
MGI:1328317,Trex1,three prime repair exonuclease 1,9,,mitotic G1 DNA damage checkpoint signaling,,,IMP,MGI:3052754 ,J:208222 
MGI:1328317,Trex1,three prime repair exonuclease 1,9,,mitotic G1 DNA damage checkpoint signaling,,,IMP,,J:141548 
MGI:1914104,Trim35,tripartite motif-containing 35,14,,negative regulation of mitotic cell cycle,,,ISO,Q9UPQ4 ,J:164563 
MGI:106264,Trim36,tripartite motif-containing 36,18,,mitotic cytokinesis,,,ISO,Q9NQ86 ,J:164563 
MGI:1890659,Trim39,tripartite motif-containing 39,17,,mitotic G2 DNA damage checkpoint signaling,,,ISO,Q9HCM9 ,J:164563 
MGI:2685973,Trim71,tripartite motif-containing 71,9,,G1/S transition of mitotic cell cycle,,,IMP,,J:190251 
MGI:1916966,Trip13,thyroid hormone receptor interactor 13,13,,mitotic spindle assembly checkpoint signaling,,,ISO,Q15645 ,J:164563 
MGI:98834,Trp53,transformation related protein 53,11,,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",happens in fibroblast,,IGI,MGI:108027 ,J:100764 
MGI:98834,Trp53,transformation related protein 53,11,,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",,,ISO,P04637 ,J:164563 
MGI:98834,Trp53,transformation related protein 53,11,,mitotic G1 DNA damage checkpoint signaling,happens in fibroblast,,IMP,,J:100764 
MGI:98834,Trp53,transformation related protein 53,11,,mitotic G1 DNA damage checkpoint signaling,,,ISO,P04637 ,J:164563 
MGI:98834,Trp53,transformation related protein 53,11,,negative regulation of mitotic cell cycle,,,IGI,MGI:87859 ,J:32537 
MGI:98834,Trp53,transformation related protein 53,11,,regulation of mitotic cell cycle,,,IDA,,J:123623 
MGI:1336991,Trp73,transformation related protein 73,4,,regulation of mitotic cell cycle,,,ISO,O15350 ,J:139804 
MGI:2153272,Trrap,transformation/transcription domain-associated protein,5,,mitotic cell cycle checkpoint signaling,"happens in early embryonic cell (metazoa),happens in embryo",,IMP,MGI:2446468 ,J:71950 
MGI:2140873,Ttc28,tetratricopeptide repeat domain 28,5,,regulation of mitotic cell cycle,,,ISO,F6QN66 ,J:191250 
MGI:2140873,Ttc28,tetratricopeptide repeat domain 28,5,,regulation of mitotic cell cycle,,,ISO,Q96AY4 ,J:164563 
MGI:1194921,Ttk,Ttk protein kinase,9,,mitotic spindle assembly checkpoint signaling,,,IBA,PTN001122082 ,J:265628 
MGI:1194921,Ttk,Ttk protein kinase,9,,mitotic spindle assembly checkpoint signaling,,,IMP,MGI:5056148 ,J:216365 
MGI:1916987,Ttl,tubulin tyrosine ligase,2,,positive regulation of mitotic cell cycle,,,ISO,Q8NG68 ,J:164563 
MGI:3039573,Ttll12,"tubulin tyrosine ligase-like family, member 12",15,,regulation of mitotic cell cycle,,,ISO,Q14166 ,J:164563 
MGI:1889007,Ttyh1,tweety family member 1,7,,mitotic cell cycle,"happens in early embryonic cell (metazoa),happens in mouse",,IMP,MGI:4818475 ,J:161796 
MGI:98869,Tuba1a,"tubulin, alpha 1A",15,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:107804,Tuba1b,"tubulin, alpha 1B",15,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:1095409,Tuba1c,"tubulin, alpha 1C",15,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:1095406,Tuba3a,"tubulin, alpha 3A",6,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:1095410,Tuba4a,"tubulin, alpha 4A",1,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:1858225,Tuba8,"tubulin, alpha 8",6,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:3588215,Tubal3,"tubulin, alpha-like 3",13,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:107814,Tubb1,"tubulin, beta 1 class VI",2,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:107861,Tubb2a,"tubulin, beta 2A class IIA",13,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:1920960,Tubb2b,"tubulin, beta 2B class IIB",13,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:107813,Tubb3,"tubulin, beta 3 class III",8,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:107848,Tubb4a,"tubulin, beta 4A class IVA",17,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:1915472,Tubb4b,"tubulin, beta 4B class IVB",2,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:107812,Tubb5,"tubulin, beta 5 class I",17,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:1915201,Tubb6,"tubulin, beta 6 class V",18,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:1891826,Tubd1,"tubulin, delta 1",11,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:1919174,Tube1,"tubulin, epsilon 1",10,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:101834,Tubg1,"tubulin, gamma 1",11,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:101834,Tubg1,"tubulin, gamma 1",11,,mitotic sister chromatid segregation,,,IBA,PTN000172659 ,J:265628 
MGI:101834,Tubg1,"tubulin, gamma 1",11,,mitotic spindle organization,,,IBA,PTN000172659 ,J:265628 
MGI:101834,Tubg1,"tubulin, gamma 1",11,,mitotic spindle organization,,,TAS,,J:114146 
MGI:101834,Tubg1,"tubulin, gamma 1",11,,regulation of mitotic nuclear division,,,TAS,,J:114146 
MGI:2144208,Tubg2,"tubulin, gamma 2",11,,mitotic cell cycle,,,IBA,PTN000172598 ,J:265628 
MGI:2144208,Tubg2,"tubulin, gamma 2",11,,mitotic sister chromatid segregation,,,IBA,PTN000172659 ,J:265628 
MGI:2144208,Tubg2,"tubulin, gamma 2",11,,mitotic spindle organization,,,IBA,PTN000172659 ,J:265628 
MGI:1921487,Tubgcp2,"tubulin, gamma complex associated protein 2",7,,mitotic cell cycle,,,IBA,PTN000447085 ,J:265628 
MGI:2183752,Tubgcp3,"tubulin, gamma complex associated protein 3",8,,mitotic cell cycle,,,IBA,PTN000447085 ,J:265628 
MGI:1196293,Tubgcp4,"tubulin, gamma complex associated protein 4",2,,mitotic cell cycle,,,IBA,PTN000447085 ,J:265628 
MGI:2178836,Tubgcp5,"tubulin, gamma complex associated protein 5",7,,mitotic cell cycle,,,IBA,PTN000447085 ,J:265628 
MGI:2146071,Tubgcp6,"tubulin, gamma complex associated protein 6",15,,mitotic cell cycle,,,IBA,PTN000447085 ,J:265628 
MGI:1917202,Tunar,Tcl1 upstream neural differentiation associated RNA,12,,positive regulation of mitotic cell cycle,,,IMP,,J:212291 
MGI:1341217,Uba3,ubiquitin-like modifier activating enzyme 3,6,,endomitotic cell cycle,,,IMP,MGI:2154503 ,J:72808 
MGI:1341217,Uba3,ubiquitin-like modifier activating enzyme 3,6,,mitotic cell cycle,,,IMP,MGI:2154503 ,J:72808 
MGI:1344410,Ubd,ubiquitin D,17,,regulation of mitotic cell cycle phase transition,,,ISO,O15205 ,J:164563 
MGI:102959,Ube2a,ubiquitin-conjugating enzyme E2A,X,,G2/M transition of mitotic cell cycle,,,ISO,P49459 ,J:164563 
MGI:1915862,Ube2c,ubiquitin-conjugating enzyme E2C,2,,exit from mitosis,,,ISO,O00762 ,J:164563 
MGI:1915862,Ube2c,ubiquitin-conjugating enzyme E2C,2,,positive regulation of exit from mitosis,,,ISO,O00762 ,J:164563 
MGI:1915862,Ube2c,ubiquitin-conjugating enzyme E2C,2,,positive regulation of mitotic metaphase/anaphase transition,,,ISO,O00762 ,J:164563 
MGI:1915862,Ube2c,ubiquitin-conjugating enzyme E2C,2,,regulation of mitotic metaphase/anaphase transition,,,IBA,PTN000630584 ,J:265628 
MGI:2384997,Ube2e2,ubiquitin-conjugating enzyme E2E 2,14,,positive regulation of G1/S transition of mitotic cell cycle,,,ISO,Q96LR5 ,J:73065 
MGI:1925141,Ube2s,ubiquitin-conjugating enzyme E2S,7,,exit from mitosis,,,ISO,Q16763 ,J:164563 
MGI:3780467,Ube2srt,"ubiquitin-conjugating enzyme E2S, retrotransposed",9,,exit from mitosis,,,ISO,Q16763 ,J:164563 
MGI:3588216,Ube2u,ubiquitin-conjugating enzyme E2U (putative),4,,regulation of mitotic metaphase/anaphase transition,,,IBA,PTN000630584 ,J:265628 
MGI:1915303,Ubxn2b,UBX domain protein 2B,4,,establishment of mitotic spindle orientation,,,ISO,Q14CS0 ,J:164563 
MGI:1915303,Ubxn2b,UBX domain protein 2B,4,,positive regulation of mitotic centrosome separation,,,ISO,Q14CS0 ,J:164563 
MGI:103185,Uimc1,ubiquitin interaction motif containing 1,13,,mitotic G2 DNA damage checkpoint signaling,,,ISO,Q96RL1 ,J:164563 
MGI:103185,Uimc1,ubiquitin interaction motif containing 1,13,,mitotic G2/M transition checkpoint,,,NAS,,J:320080 
MGI:1328357,Unc119,unc-119 lipid binding chaperone,11,,mitotic cytokinesis,,,IBA,PTN002658567 ,J:265628 
MGI:1328357,Unc119,unc-119 lipid binding chaperone,11,,mitotic cytokinesis,,,ISO,Q13432 ,J:164563 
MGI:1919338,Ush1c,USH1 protein network component harmonin,7,,G2/M transition of mitotic cell cycle,,,ISO,Q9Y6N9 ,J:164563 
MGI:1858178,Usp2,ubiquitin specific peptidase 2,9,,positive regulation of mitotic cell cycle,,,ISO,O75604 ,J:164563 
MGI:1934029,Usp8,ubiquitin specific peptidase 8,2,,mitotic cytokinesis,,,ISO,P40818 ,J:73065 
MGI:2144157,Usp22,ubiquitin specific peptidase 22,11,,positive regulation of mitotic cell cycle,,,ISO,Q9UPT9 ,J:164563 
MGI:1933247,Usp26,ubiquitin specific peptidase 26,X,,G1/S transition of mitotic cell cycle,,,IBA,PTN002363418 ,J:265628 
MGI:1888998,Usp29,ubiquitin specific peptidase 29,7,,G1/S transition of mitotic cell cycle,,,IBA,PTN002363418 ,J:265628 
MGI:2442483,Usp37,ubiquitin specific peptidase 37,1,,G1/S transition of mitotic cell cycle,,,IBA,PTN002363418 ,J:265628 
MGI:2442483,Usp37,ubiquitin specific peptidase 37,1,,G1/S transition of mitotic cell cycle,,,ISO,Q86T82 ,J:164563 
MGI:3045318,Usp44,ubiquitin specific peptidase 44,10,,negative regulation of mitotic metaphase/anaphase transition,,,ISO,Q9H0E7 ,J:164563 
MGI:3045318,Usp44,ubiquitin specific peptidase 44,10,,regulation of mitotic cell cycle spindle assembly checkpoint,,,IDA,,J:190274 
MGI:1922246,Usp47,ubiquitin specific peptidase 47,7,,negative regulation of G2/M transition of mitotic cell cycle,,,ISO,Q96K76 ,J:164563 
MGI:1922246,Usp47,ubiquitin specific peptidase 47,7,,negative regulation of G2/M transition of mitotic cell cycle,,,ISS,Q96K76 ,J:166002 
MGI:99919,Vcp,valosin containing protein,4,,mitotic spindle disassembly,,,IBA,PTN000554506 ,J:265628 
MGI:1890520,Vps4a,vacuolar protein sorting 4A,8,,midbody abscission,,,ISO,Q9UN37 ,J:164563 
MGI:1890520,Vps4a,vacuolar protein sorting 4A,8,,midbody abscission,,,NAS,,J:320142 
MGI:1890520,Vps4a,vacuolar protein sorting 4A,8,,mitotic cytokinesis checkpoint signaling,,,ISO,Q9UN37 ,J:164563 
MGI:1890520,Vps4a,vacuolar protein sorting 4A,8,,mitotic metaphase chromosome alignment,,,ISO,Q9UN37 ,J:164563 
MGI:1100499,Vps4b,vacuolar protein sorting 4B,1,,midbody abscission,,,ISO,O75351 ,J:164563 
MGI:1100499,Vps4b,vacuolar protein sorting 4B,1,,midbody abscission,,,NAS,,J:320142 
MGI:1100499,Vps4b,vacuolar protein sorting 4B,1,,mitotic metaphase chromosome alignment,,,ISO,O75351 ,J:164563 
MGI:1100499,Vps4b,vacuolar protein sorting 4B,1,,positive regulation of G2/M transition of mitotic cell cycle,,,ISO,O75351 ,J:164563 
MGI:1100499,Vps4b,vacuolar protein sorting 4B,1,,regulation of mitotic spindle assembly,,,ISO,O75351 ,J:164563 
MGI:2387357,Wac,WW domain containing adaptor with coiled-coil,18,,mitotic G1 DNA damage checkpoint signaling,,,ISO,Q9BTA9 ,J:164563 
MGI:2675859,Wapl,WAPL cohesin release factor,14,,mitotic sister chromatid segregation,,,ISO,Q7Z5K2 ,J:164563 
MGI:2443514,Wdhd1,WD repeat and HMG-box DNA binding protein 1,14,,mitotic cell cycle,,,IBA,PTN000460568 ,J:265628 
MGI:1923696,Wdr62,WD repeat domain 62,7,,mitotic spindle organization,,,ISO,O43379 ,J:73065 
MGI:103075,Wee1,WEE 1 homolog 1 (S. pombe),7,,mitotic cell cycle,,,IEA,IPR017164 ,J:72247 
MGI:3027899,Wee2,WEE1 homolog 2 (S. pombe),6,,mitotic cell cycle,,,IEA,IPR017164 ,J:72247 
MGI:2442092,Wnk1,WNK lysine deficient protein kinase 1,6,,positive regulation of mitotic cytokinesis,,,ISO,Q9H4A3 ,J:164563 
MGI:108061,Wnt10b,"wingless-type MMTV integration site family, member 10B",15,,G2/M transition of mitotic cell cycle,happens in fibroblast,,IGI,MGI:1351663 ,J:142037 
MGI:108061,Wnt10b,"wingless-type MMTV integration site family, member 10B",15,,positive regulation of G2/M transition of mitotic cell cycle,,,IDA,,J:142037 
MGI:1891749,Wrap73,"WD repeat containing, antisense to Trp73",4,,mitotic spindle assembly,,,ISO,Q9P2S5 ,J:164563 
MGI:103557,Xpc,"xeroderma pigmentosum, complementation group C",6,,mitotic intra-S DNA damage checkpoint signaling,,,IGI,MGI:101816 ,J:94447 
MGI:103557,Xpc,"xeroderma pigmentosum, complementation group C",6,,regulation of mitotic cell cycle phase transition,,,ISO,Q01831 ,J:164563 
MGI:1927345,Xrcc2,X-ray repair complementing defective repair in Chinese hamster cells 2,5,,mitotic cell cycle,,,ISO,O43543 ,J:164563 
MGI:1921585,Xrcc3,X-ray repair complementing defective repair in Chinese hamster cells 3,12,,positive regulation of mitotic cell cycle spindle assembly checkpoint,,,ISO,O43542 ,J:164563 
MGI:2448561,Ythdc2,YTH domain containing 2,18,,"germline cell cycle switching, mitotic to meiotic cell cycle",,,IMP,,J:243742 
MGI:2448561,Ythdc2,YTH domain containing 2,18,,"germline cell cycle switching, mitotic to meiotic cell cycle",,,IMP,,J:253477 
MGI:2448561,Ythdc2,YTH domain containing 2,18,,"germline cell cycle switching, mitotic to meiotic cell cycle",,,IMP,,J:256276 
MGI:894689,Ywhae,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide",11,,regulation of mitotic cell cycle,,,IBA,PTN001050752 ,J:265628 
MGI:109194,Ywhah,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide",5,,regulation of mitotic nuclear division,,,NAS,,J:116257 
MGI:3045313,Zc3h12d,zinc finger CCCH type containing 12D,10,,negative regulation of G1/S transition of mitotic cell cycle,,,ISO,A2A288 ,J:164563 
MGI:107946,Zfp36l1,"zinc finger protein 36, C3H type-like 1",12,,negative regulation of mitotic cell cycle phase transition,,,IMP,,J:232475 
MGI:107945,Zfp36l2,"zinc finger protein 36, C3H type-like 2",17,,negative regulation of mitotic cell cycle phase transition,,,IMP,,J:232475 
MGI:1340045,Zfp207,zinc finger protein 207,11,,mitotic sister chromatid segregation,,,ISO,O43670 ,J:164563 
MGI:1340045,Zfp207,zinc finger protein 207,11,,mitotic spindle assembly,,,IBA,PTN000575877 ,J:265628 
MGI:1340045,Zfp207,zinc finger protein 207,11,,mitotic spindle assembly,,,IDA,,J:225576 
MGI:1340045,Zfp207,zinc finger protein 207,11,,mitotic spindle assembly,,,ISO,O43670 ,J:164563 
MGI:1340045,Zfp207,zinc finger protein 207,11,,mitotic spindle assembly checkpoint signaling,,,IBA,PTN000575877 ,J:265628 
MGI:1340045,Zfp207,zinc finger protein 207,11,,mitotic spindle assembly checkpoint signaling,,,ISO,O43670 ,J:164563 
MGI:2143676,Zfp365,zinc finger protein 365,10,,mitotic cytokinesis,,,ISO,Q70YC4 ,J:109096 
MGI:1919861,Zfp655,zinc finger protein 655,5,,negative regulation of G1/S transition of mitotic cell cycle,,,ISO,Q8N720 ,J:164563 
MGI:1914233,Zfp830,zinc finger protein 830,11,,mitotic cell cycle,"happens in early embryonic cell (metazoa),happens in extraembryonic component,happens in early embryonic cell (metazoa),happens in embryo",,IMP,MGI:3583779 ,J:99352 
MGI:1914233,Zfp830,zinc finger protein 830,11,,mitotic cell cycle,"happens in intestinal crypt stem cell,happens in crypt of lieberkuhn",,IMP,MGI:4950703 ,J:185339 
MGI:1914233,Zfp830,zinc finger protein 830,11,,mitotic DNA damage checkpoint signaling,,,IBA,PTN000328334 ,J:265628 
MGI:1914233,Zfp830,zinc finger protein 830,11,,mitotic DNA damage checkpoint signaling,happens in crypt of lieberkuhn,,IMP,MGI:3583779 ,J:185339 
MGI:1914233,Zfp830,zinc finger protein 830,11,,mitotic DNA replication checkpoint signaling,,,IBA,PTN000328334 ,J:265628 
MGI:1914233,Zfp830,zinc finger protein 830,11,,mitotic DNA replication checkpoint signaling,,,IMP,,J:171647 
MGI:1919258,Zfyve19,"zinc finger, FYVE domain containing 19",2,,mitotic cytokinesis checkpoint signaling,,,IBA,PTN002504326 ,J:265628 
MGI:1919258,Zfyve19,"zinc finger, FYVE domain containing 19",2,,mitotic cytokinesis checkpoint signaling,,,ISO,Q96K21 ,J:164563 
MGI:1924767,Zfyve26,"zinc finger, FYVE domain containing 26",12,,mitotic cytokinesis,,,IEA,IPR028730 ,J:72247 
MGI:1890508,Zmpste24,"zinc metallopeptidase, STE24",4,,regulation of mitotic cell cycle,,,IMP,MGI:2180033 ,J:134546 
MGI:1890508,Zmpste24,"zinc metallopeptidase, STE24",4,,regulation of mitotic cell cycle DNA replication,,,IMP,MGI:2180033 ,J:99634 
MGI:1330262,Zpr1,ZPR1 zinc finger,9,,positive regulation of transcription involved in G1/S transition of mitotic cell cycle,,,ISO,O75312 ,J:164563 
MGI:1349478,Zw10,zw10 kinetochore protein,9,,establishment of mitotic spindle orientation,,,ISO,O43264 ,J:164563 
